,sim_name,method,expected_theta,theta_prom,error,est_theta_list,room.t60,mic_array.d,mic_array.n,mic_array.position,source.position,source.fs
3236,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[7.0,1.0,1.0,]",PHAT,136.123,164.52,0.02489,"[[  0.   180.   149.04 149.04]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 1, 1]","[2, 6, 1]",4000
3237,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[7.0,1.0,1.0,]",SCOT,136.123,164.52,0.02489,"[[  0.   180.   149.04 149.04]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 1, 1]","[2, 6, 1]",4000
3238,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[7.0,1.0,1.0,]",ECKART,136.123,130.752,0.00089,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 1, 1]","[2, 6, 1]",4000
3239,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[7.0,1.0,1.0,]",HT,136.123,149.04,0.00515,"[[  0.   149.04 149.04 149.04]
 [   nan   0.   149.04 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 1, 1]","[2, 6, 1]",4000
3240,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,5.0,1.0,]",Classic,180.0,130.752,0.07486,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 5, 1]","[2, 5, 1]",4000
3241,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,5.0,1.0,]",ROTH,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 5, 1]","[2, 5, 1]",4000
3242,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,5.0,1.0,]",PHAT,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 5, 1]","[2, 5, 1]",4000
3243,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,5.0,1.0,]",SCOT,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 5, 1]","[2, 5, 1]",4000
3244,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,5.0,1.0,]",ECKART,180.0,130.752,0.07486,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 5, 1]","[2, 5, 1]",4000
3245,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,5.0,1.0,]",HT,180.0,164.52,0.0074,"[[  0.   149.04 149.04 180.  ]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 5, 1]","[2, 5, 1]",4000
3246,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[6.0,4.0,1.0,]",Classic,166.608,133.795,0.03323,"[[  0.   149.04 115.39 124.87]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 4, 1]","[2, 5, 1]",4000
3247,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[6.0,4.0,1.0,]",ROTH,166.608,174.84,0.00209,"[[  0.   180.   149.04 180.  ]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 4, 1]","[2, 5, 1]",4000
3248,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[6.0,4.0,1.0,]",PHAT,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[6, 4, 1]","[2, 5, 1]",4000
3249,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[6.0,4.0,1.0,]",SCOT,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[6, 4, 1]","[2, 5, 1]",4000
3250,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[6.0,4.0,1.0,]",ECKART,166.608,130.752,0.03968,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 4, 1]","[2, 5, 1]",4000
3251,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[6.0,4.0,1.0,]",HT,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[6, 4, 1]","[2, 5, 1]",4000
3252,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,1.0,1.0,]",Classic,153.997,130.752,0.01668,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 1, 1]","[2, 5, 1]",4000
3253,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,1.0,1.0,]",ROTH,153.997,180.0,0.02087,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 1, 1]","[2, 5, 1]",4000
3254,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,1.0,1.0,]",PHAT,153.997,180.0,0.02087,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 1, 1]","[2, 5, 1]",4000
3255,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,1.0,1.0,]",SCOT,153.997,180.0,0.02087,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 1, 1]","[2, 5, 1]",4000
3256,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,1.0,1.0,]",ECKART,153.997,130.752,0.01668,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 1, 1]","[2, 5, 1]",4000
3257,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,1.0,1.0,]",HT,153.997,159.36,0.00089,"[[  0.   149.04 149.04 149.04]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 1, 1]","[2, 5, 1]",4000
3258,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[7.0,4.0,1.0,]",Classic,169.114,139.403,0.02724,"[[  0.   149.04 115.39 124.87]
 [   nan   0.   149.04 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 4, 1]","[2, 5, 1]",4000
3259,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[7.0,4.0,1.0,]",ROTH,169.114,180.0,0.00366,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[7, 4, 1]","[2, 5, 1]",4000
3260,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[7.0,4.0,1.0,]",PHAT,169.114,180.0,0.00366,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[7, 4, 1]","[2, 5, 1]",4000
3261,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[7.0,4.0,1.0,]",SCOT,169.114,180.0,0.00366,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[7, 4, 1]","[2, 5, 1]",4000
3262,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[7.0,4.0,1.0,]",ECKART,169.114,130.752,0.04542,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 4, 1]","[2, 5, 1]",4000
3263,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[7.0,4.0,1.0,]",HT,169.114,174.84,0.00101,"[[  0.   149.04 180.   180.  ]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 4, 1]","[2, 5, 1]",4000
3264,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,4.0,1.0,]",Classic,173.047,133.795,0.04755,"[[  0.   149.04 115.39 124.87]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 4, 1]","[2, 5, 1]",4000
3265,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,4.0,1.0,]",ROTH,173.047,180.0,0.00149,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 4, 1]","[2, 5, 1]",4000
3266,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,4.0,1.0,]",PHAT,173.047,180.0,0.00149,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 4, 1]","[2, 5, 1]",4000
3267,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,4.0,1.0,]",SCOT,173.047,180.0,0.00149,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 4, 1]","[2, 5, 1]",4000
3268,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,4.0,1.0,]",ECKART,173.047,130.752,0.05521,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 4, 1]","[2, 5, 1]",4000
3269,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,4.0,1.0,]",HT,173.047,169.68,0.00035,"[[  0.   149.04 149.04 180.  ]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 4, 1]","[2, 5, 1]",4000
3270,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[9.0,2.0,1.0,]",Classic,157.38,130.752,0.02188,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[9, 2, 1]","[2, 5, 1]",4000
3271,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[9.0,2.0,1.0,]",ROTH,157.38,154.028,0.00035,"[[  0.   180.   180.    55.13]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[9, 2, 1]","[2, 5, 1]",4000
3272,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[9.0,2.0,1.0,]",PHAT,157.38,154.028,0.00035,"[[  0.   180.   180.    55.13]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[9, 2, 1]","[2, 5, 1]",4000
3273,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[9.0,2.0,1.0,]",SCOT,157.38,154.028,0.00035,"[[  0.   180.   180.    55.13]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[9, 2, 1]","[2, 5, 1]",4000
3274,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[9.0,2.0,1.0,]",ECKART,157.38,139.403,0.00997,"[[  0.   149.04 149.04 124.87]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[9, 2, 1]","[2, 5, 1]",4000
3275,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[9.0,2.0,1.0,]",HT,157.38,149.04,0.00215,"[[  0.   149.04 149.04 149.04]
 [   nan   0.   149.04 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[9, 2, 1]","[2, 5, 1]",4000
3276,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,6.0,1.0,]",Classic,173.047,133.795,0.04755,"[[  0.   149.04 115.39 124.87]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 6, 1]","[2, 5, 1]",4000
3277,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,6.0,1.0,]",ROTH,173.047,180.0,0.00149,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 6, 1]","[2, 5, 1]",4000
3278,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,6.0,1.0,]",PHAT,173.047,180.0,0.00149,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 6, 1]","[2, 5, 1]",4000
3279,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,6.0,1.0,]",SCOT,173.047,180.0,0.00149,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 6, 1]","[2, 5, 1]",4000
3280,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,6.0,1.0,]",ECKART,173.047,130.752,0.05521,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 6, 1]","[2, 5, 1]",4000
3281,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[10.0,6.0,1.0,]",HT,173.047,169.68,0.00035,"[[  0.   149.04 149.04 180.  ]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 6, 1]","[2, 5, 1]",4000
3282,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[9.0,10.0,1.0,]",Classic,145.222,130.752,0.00646,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[9, 10, 1]","[2, 5, 1]",4000
3283,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[9.0,10.0,1.0,]",ROTH,145.222,174.84,0.02707,"[[  0.   180.   149.04 180.  ]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[9, 10, 1]","[2, 5, 1]",4000
3284,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[9.0,10.0,1.0,]",PHAT,145.222,174.84,0.02707,"[[  0.   180.   149.04 180.  ]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[9, 10, 1]","[2, 5, 1]",4000
3285,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[9.0,10.0,1.0,]",SCOT,145.222,174.84,0.02707,"[[  0.   180.   149.04 180.  ]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[9, 10, 1]","[2, 5, 1]",4000
3286,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[9.0,10.0,1.0,]",ECKART,145.222,130.752,0.00646,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[9, 10, 1]","[2, 5, 1]",4000
3287,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[9.0,10.0,1.0,]",HT,145.222,149.04,0.00045,"[[  0.   149.04 149.04 149.04]
 [   nan   0.   149.04 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[9, 10, 1]","[2, 5, 1]",4000
3288,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[6.0,10.0,1.0,]",Classic,130.03,145.012,0.00693,"[[  0.   149.04 149.04 124.87]
 [   nan   0.   149.04 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 10, 1]","[2, 5, 1]",4000
3289,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[6.0,10.0,1.0,]",ROTH,130.03,164.52,0.03671,"[[  0.   180.   149.04 149.04]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 10, 1]","[2, 5, 1]",4000
3290,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[6.0,10.0,1.0,]",PHAT,130.03,164.52,0.03671,"[[  0.   180.   149.04 149.04]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 10, 1]","[2, 5, 1]",4000
3291,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[6.0,10.0,1.0,]",SCOT,130.03,164.52,0.03671,"[[  0.   180.   149.04 149.04]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 10, 1]","[2, 5, 1]",4000
3292,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[6.0,10.0,1.0,]",ECKART,130.03,150.172,0.01252,"[[  0.   149.04 149.04 124.87]
 [   nan   0.   149.04 149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 10, 1]","[2, 5, 1]",4000
3293,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[6.0,10.0,1.0,]",HT,130.03,149.04,0.01115,"[[  0.   149.04 149.04 149.04]
 [   nan   0.   149.04 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 10, 1]","[2, 5, 1]",4000
3294,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[7.0,1.0,1.0,]",Classic,142.43099999999998,133.795,0.0023,"[[  0.   149.04 115.39 124.87]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 1, 1]","[2, 5, 1]",4000
3295,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[7.0,1.0,1.0,]",ROTH,142.43099999999998,169.68,0.02292,"[[  0.   180.   180.   149.04]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 1, 1]","[2, 5, 1]",4000
3296,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[7.0,1.0,1.0,]",PHAT,142.43099999999998,164.52,0.01506,"[[  0.   180.   149.04 149.04]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 1, 1]","[2, 5, 1]",4000
3297,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[7.0,1.0,1.0,]",SCOT,142.43099999999998,164.52,0.01506,"[[  0.   180.   149.04 149.04]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 1, 1]","[2, 5, 1]",4000
3298,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[7.0,1.0,1.0,]",ECKART,142.43099999999998,130.752,0.00421,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 1, 1]","[2, 5, 1]",4000
3299,"sim_T0.45s_d0.1_fs4000_s[2.0,5.0,1.0]_m[7.0,1.0,1.0,]",HT,142.43099999999998,164.52,0.01506,"[[  0.   149.04 149.04 149.04]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[7, 1, 1]","[2, 5, 1]",4000
3300,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[10.0,5.0,1.0,]",Classic,173.047,133.795,0.04755,"[[  0.   149.04 115.39 124.87]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 5, 1]","[2, 6, 1]",4000
3301,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[10.0,5.0,1.0,]",ROTH,173.047,180.0,0.00149,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 5, 1]","[2, 6, 1]",4000
3302,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[10.0,5.0,1.0,]",PHAT,173.047,180.0,0.00149,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 5, 1]","[2, 6, 1]",4000
3303,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[10.0,5.0,1.0,]",SCOT,173.047,180.0,0.00149,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.45,0.1,4,"[10, 5, 1]","[2, 6, 1]",4000
3304,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[10.0,5.0,1.0,]",ECKART,173.047,130.752,0.05521,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 5, 1]","[2, 6, 1]",4000
3305,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[10.0,5.0,1.0,]",HT,173.047,169.68,0.00035,"[[  0.   149.04 149.04 180.  ]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 5, 1]","[2, 6, 1]",4000
3306,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[6.0,4.0,1.0,]",Classic,154.537,130.752,0.01746,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 4, 1]","[2, 6, 1]",4000
3307,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[6.0,4.0,1.0,]",ROTH,154.537,160.492,0.00109,"[[  0.   180.   149.04 124.87]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 4, 1]","[2, 6, 1]",4000
3308,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[6.0,4.0,1.0,]",PHAT,154.537,160.492,0.00109,"[[  0.   180.   149.04 124.87]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 4, 1]","[2, 6, 1]",4000
3309,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[6.0,4.0,1.0,]",SCOT,154.537,160.492,0.00109,"[[  0.   180.   149.04 124.87]
 [   nan   0.   180.   149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 4, 1]","[2, 6, 1]",4000
3310,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[6.0,4.0,1.0,]",ECKART,154.537,130.752,0.01746,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 4, 1]","[2, 6, 1]",4000
3311,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[6.0,4.0,1.0,]",HT,154.537,154.2,0.0,"[[  0.   149.04 149.04 149.04]
 [   nan   0.   149.04 149.04]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[6, 4, 1]","[2, 6, 1]",4000
3312,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[10.0,1.0,1.0,]",Classic,148.627,130.752,0.00986,"[[  0.   149.04 115.39 106.61]
 [   nan   0.   149.04 115.39]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 1, 1]","[2, 6, 1]",4000
3313,"sim_T0.45s_d0.1_fs4000_s[2.0,6.0,1.0]_m[10.0,1.0,1.0,]",ROTH,148.627,174.84,0.02121,"[[  0.   180.   180.   149.04]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.45,0.1,4,"[10, 1, 1]","[2, 6, 1]",4000
